titles,distros,department,time,location,professor,description,courseNum,meet
Information Visualization,DED ,Computer Science ,9:45am-11:00am,"75 Shannon Street 202 (75SHS 202)
		",Christopher Andrews ,"
Information visualization is used to reveal patterns, trends, and outliers within abstract data. In this course we will cover topics such as the transformation of data to visual representations, common approaches to dealing with different types of data, perceptual issues that govern how visualizations are interpreted, and the development of interactive visualization tools. This course will culminate in a significant final visualization project. (CSCI 0201) ",CSCI0465A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
From Africa to the Americas: Moving from Our Core,ART PE ,Dance ,11:15am-12:05pm,"Mahaney Center for the Arts 125 (MAC 125)
		",Christal Brown ,"
This course is an introduction to dance emphasizing the influence of traditions from the African Diaspora on contemporary modern dance. Technique sessions incorporate styles from West Africa and Central and South America with performance work. Discussion of readings on the history and current practice of movement forms originating in Africa, as well as on the work of artists developing fusion styles, supports written and creative work. Compositional studies explore the intersection between technique, history/theory, and performance. (No previous dance experience required.) 2 hrs. lect./3 hrs. lab ",DANC0163A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
African Music and Dance Performance,ART ,Dance ,8:40am-10:35am,"Mahaney Center for the Arts 221 (MAC 221)
		",Damascus Kafumbe ,"
This course will introduce students to various techniques of performing East African (primarily Ugandan) musical and dance traditions through regular rehearsals, culminating in an end-of-semester concert. As an ensemble, we will learn and master how to play and sing/dance to bow-harps, thumb-pianos, xylophones, tube-fiddles, bowl-lyres, gourd shakers, struck gourds, reed-box rattles, ankle bells, leg rattles, and various types of drums. Some background in performing music is recommended, but prior knowledge of performing African music and dance is not required.  3 hrs. lect./lab ",DANC0244A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Technique & Composition,ART PE ,Dance ,11:15am-12:05pm,"Mahaney Center for the Arts 109 (MAC 109)
		",Laurel Jenkins ," 
This is the first course in the studio sequence for students entering Middlebury with significant previous dance experience. It is also the course sequence for those continuing on from DANC 0160 and provides grounding in the craft of modern dance needed to proceed to more advanced levels. Modern dance movement techniques are strengthened to support an emerging individual vocabulary and facility with composition. Students regularly create and revise movement studies that focus on the basic elements of choreography and the relationship of music and dance. Readings, journals, and formal critiques of video and live performance contribute to the exploration of dance aesthetics and develop critical expertise. (Previous experience required in dance training & making.) 3 hrs. lect./3 hrs. lab ",DANC0260A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Improvisational Practices,ART PE ,Dance ,8:40am-9:30am,"Mahaney Center for the Arts 110 (MAC 110)
		",Lida Winfield ,"
In this course students will gain an embodied understanding of the practices and techniques needed to proceed to advanced improvisational work. Research into forms such as partnering, ensemble work, text, musical exercises, compositions, and scores/projects will focus on mapping the moving body in the moment. Readings, journals, and responses to video viewings and live performances contribute to the exploration of historical contexts, aesthetics, and cultural improvisations. 3 hrs. lect./3 hrs. lab ",DANC0261A-F25,"Tuesday (Sep 8, 2025 to Dec 8, 2025)"
Body and Earth,AMR ART PE ,Dance ,2:15pm-3:30pm,"Mahaney Center for the Arts 109 (MAC 109)
		",Karima Borni ,"
This course is designed to bridge the relationship between the human body and the environment. The goals of the course are to deepen knowledge of physical faculties and sensory possibilities, heighten sensitivity to natural processes and forms in the Vermont bioregion, and engage awareness through the study of perception of and interaction with the non-human world. Learning modalities include analytical reading and formal writing assignments for the lecture section, place-based exploratory journaling, experiential movement-based practices, site-specific dance making, and regular field trips and outdoor activities during the lab section, culminating in final performative research projects.3 hrs. lect. 1 hr. lab. ",DANC0277A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Movement and Media,ART PE ,Dance ,1:10pm-2:00pm,"Mahaney Center for the Arts 110 (MAC 110)
		",,"
In this course we will take an interdisciplinary look at the dynamic relationship between the body and digital media.  Students will develop skills in basic film editing, real-time software manipulation, open-source media research, project design, and collaboration.  We will address design history and theories of modern media through readings and multimedia sources.  Process and research papers and work-in-progress showings will document ongoing collaborations that will culminate in an informal showing at the end of the semester.  This course is open to students of all artistic backgrounds who are interested in significantly expanding their creative vocabularies and boundaries to include dance.  (Approval required; At least one entry level course is required in FMMC or DANC) 3 hrs. lect., 3 hrs. lab. ",DANC0361A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Anatomy and Kinesiology,ART PE ,Dance ,9:45am-11:00am,"Mahaney Center for the Arts 109 (MAC 109)
		",Laurel Jenkins ,"
This course offers an in-depth experiential study of skeletal structure, and includes aspects of the muscular, organ, endocrine, nervous, and fluid systems of the human body. The goal is to enhance efficiency of movement and alignment through laboratory sessions, supported by assigned readings, exams, and written projects. (Not open to first-year students) 3 hrs. lect. ",DANC0376A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Dance Company of Middlebury,ART PE ,Dance ,4:30pm-6:30pm,"Mahaney Center for the Arts 110 (MAC 110)
		",Christal Brown ,"
Dancers work with the artistic director and guest choreographer as a member of a dance company, learning, interpreting, rehearsing, and performing dances created for performance and tour. Those receiving credit can expect four to six rehearsals weekly. Appropriate written work, concert and film viewing, and attendance in departmental technique classes are required. One credit will be given for each term of participation. Performances and tour(s) are scheduled in January. (Limited to sophomores through seniors, by audition.) (DANC 0260; Approval required) ",DANC0380A-F25,"Monday, Tuesday, Wednesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Performance & Production,ART PE ,Dance ,6:30pm-8:30pm,"Mahaney Center for the Arts 110 (MAC 110)
		",Lida Winfield ,"
In this course we will investigate three aspects of place in relation to dance: where we source movement, the relevance of dance in culture, and the effects of place on the moving dancing body. Material covered will include body systems dance technique at the intermediate/advanced level, improvisation and composition toward choreography and site specific work, readings and reflective writing, and performance viewing.  The course culminates in formal and informal showings of performance work. The emergence of a personal philosophy and dance aesthetic will be engaged and formally articulated in writing. (DANC 0260, DANC 0360) 4.5 hrs. lect./2 hrs. lab. ",DANC0460A-F25,"Tuesday (Sep 8, 2025 to Dec 8, 2025)"
Economic Statistics (formerly ECON 0210),DED ,Economics ,9:45am-10:35am,"Gifford LCT (GFD LCT)
		",Paul Sommers ,"
An introduction to the discipline of statistics as a science of understanding and analyzing
data with an emphasis on applications to economics.   Key topics include descriptive statistics, probability distributions, sampling, random variables, the Central Limit Theorem, estimation, hypothesis testing, p-values, and linear regression.  Students will be introduced to a statistical programming language.  A weekly one-hour lab is part of this course in addition to three hours of class meetings per week. (Formerly ECON 0210) (Not open to students who have taken ECON 0210, MATH 0116, MATH 0310, PSYC 0201, STAT 0116 [formerly MATH 0116] or STAT 0201.) 3 hrs. lect., 1 hr. lab ",ECON0111A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Economic Statistics (formerly ECON 0210),DED ,Economics ,11:15am-12:05pm,"Gifford LCT (GFD LCT)
		",Paul Sommers ,"
An introduction to the discipline of statistics as a science of understanding and analyzing
data with an emphasis on applications to economics.   Key topics include descriptive statistics, probability distributions, sampling, random variables, the Central Limit Theorem, estimation, hypothesis testing, p-values, and linear regression.  Students will be introduced to a statistical programming language.  A weekly one-hour lab is part of this course in addition to three hours of class meetings per week. (Formerly ECON 0210) (Not open to students who have taken ECON 0210, MATH 0116, MATH 0310, PSYC 0201, STAT 0116 [formerly MATH 0116] or STAT 0201.) 3 hrs. lect., 1 hr. lab ",ECON0111B-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Economic Statistics (formerly ECON 0210),DED ,Economics ,12:45pm-2:00pm,"Warner Hall 100 (WNS 100)
		",Erick Gong ,"
An introduction to the discipline of statistics as a science of understanding and analyzing
data with an emphasis on applications to economics.   Key topics include descriptive statistics, probability distributions, sampling, random variables, the Central Limit Theorem, estimation, hypothesis testing, p-values, and linear regression.  Students will be introduced to a statistical programming language.  A weekly one-hour lab is part of this course in addition to three hours of class meetings per week. (Formerly ECON 0210) (Not open to students who have taken ECON 0210, MATH 0116, MATH 0310, PSYC 0201, STAT 0116 [formerly MATH 0116] or STAT 0201.) 3 hrs. lect., 1 hr. lab ",ECON0111C-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Macroeconomics,SOC ,Economics ,9:45am-11:00am,"Warner Hall 104 (WNS 104)
		",David Munro ," 
An introduction to macroeconomics: a consideration of macroeconomic problems such as unemployment and inflation. Theories and policy proposals of Keynesian and classical economists are contrasted. Topics considered include: banking, financial institutions, monetary policy, taxation, government spending, fiscal policy, tradeoffs between inflation and unemployment in both the short run and the long run, and wage-price spirals. 3 hrs. lect. ",ECON0150A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Macroeconomics,SOC ,Economics ,11:15am-12:30pm,"Warner Hall 104 (WNS 104)
		",David Munro ," 
An introduction to macroeconomics: a consideration of macroeconomic problems such as unemployment and inflation. Theories and policy proposals of Keynesian and classical economists are contrasted. Topics considered include: banking, financial institutions, monetary policy, taxation, government spending, fiscal policy, tradeoffs between inflation and unemployment in both the short run and the long run, and wage-price spirals. 3 hrs. lect. ",ECON0150B-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Macroeconomics,SOC ,Economics ,8:15am-9:30am,"Warner Hall 100 (WNS 100)
		",Cihan Artunc ," 
An introduction to macroeconomics: a consideration of macroeconomic problems such as unemployment and inflation. Theories and policy proposals of Keynesian and classical economists are contrasted. Topics considered include: banking, financial institutions, monetary policy, taxation, government spending, fiscal policy, tradeoffs between inflation and unemployment in both the short run and the long run, and wage-price spirals. 3 hrs. lect. ",ECON0150C-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Macroeconomics,SOC ,Economics ,2:15pm-3:30pm,"Warner Hall 104 (WNS 104)
		",," 
An introduction to macroeconomics: a consideration of macroeconomic problems such as unemployment and inflation. Theories and policy proposals of Keynesian and classical economists are contrasted. Topics considered include: banking, financial institutions, monetary policy, taxation, government spending, fiscal policy, tradeoffs between inflation and unemployment in both the short run and the long run, and wage-price spirals. 3 hrs. lect. ",ECON0150D-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Microeconomics,SOC ,Economics ,2:15pm-3:30pm,"Gifford LCT (GFD LCT)
		",Jon Isham ,"
An introduction to the analysis of such microeconomic problems as price formation (the forces behind demand and supply), market structures from competitive to oligopolistic, distribution of income, and public policy options bearing on these problems. 3 hrs. lect. ",ECON0155A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Microeconomics,SOC ,Economics ,9:45am-11:00am,"Ross Commons Dining 011 (RCD 011)
		",Will Pyle ,"
An introduction to the analysis of such microeconomic problems as price formation (the forces behind demand and supply), market structures from competitive to oligopolistic, distribution of income, and public policy options bearing on these problems. 3 hrs. lect. ",ECON0155B-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Microeconomics,SOC ,Economics ,11:15am-12:30pm,"Axinn Center 109 (AXN 109)
		",Sunder Ramaswamy ,"
An introduction to the analysis of such microeconomic problems as price formation (the forces behind demand and supply), market structures from competitive to oligopolistic, distribution of income, and public policy options bearing on these problems. 3 hrs. lect. ",ECON0155C-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introductory Microeconomics,SOC ,Economics ,2:15pm-3:30pm,"Warner Hall 100 (WNS 100)
		",Phani Wunnava ,"
An introduction to the analysis of such microeconomic problems as price formation (the forces behind demand and supply), market structures from competitive to oligopolistic, distribution of income, and public policy options bearing on these problems. 3 hrs. lect. ",ECON0155D-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Health Economics and Policy,AMR CW NOR SOC ,Economics ,9:45am-11:00am,"Axinn Center 219 (AXN 219)
		",Jessica Holmes ,"
In this course we will focus on the health care system of the United States. We will apply standard microeconomic tools to the problems of health and health care markets. The course provides the fundamental tools with which to understand how the health care market is different from the markets for other goods. For example, students will learn about the dominant presence of uncertainty at all levels of health care, the government's unusually large presence in the market, the pronounced difference in knowledge between doctors and patients, and the prevalence of situations where the actions of some impose costs or benefits on others (e.g., vaccinations, drug research). (ECON 0155) 3 hrs. lect. ",ECON0200A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introduction to Regression Analysis,DED ,Economics ,9:45am-11:00am,"Warner Hall 100 (WNS 100)
		",German Reyes ,"
In this course regression analysis is introduced. The major focus is on quantifying relationships between economic variables. Multiple regression identifies the effect of several exogenous variables on an endogenous variable. After exploring the classical regression model, fundamental assumptions underlying this model will be relaxed, and further new techniques will be introduced. Methods for testing hypotheses about the regression coefficients are developed throughout the course. Both theoretical principles and practical applications will be emphasized. The course goal is for each student to employ regression analysis as a research tool and to justify and defend the techniques used. (MATH 0121; and ECON 0111, (formerly ECON 0210) ECON 0150 or ECON 0155) 3 hrs. lect., 1 hr. lab ",ECON0211A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Introduction to Regression Analysis,DED ,Economics ,11:15am-12:30pm,"Warner Hall 100 (WNS 100)
		",German Reyes ,"
In this course regression analysis is introduced. The major focus is on quantifying relationships between economic variables. Multiple regression identifies the effect of several exogenous variables on an endogenous variable. After exploring the classical regression model, fundamental assumptions underlying this model will be relaxed, and further new techniques will be introduced. Methods for testing hypotheses about the regression coefficients are developed throughout the course. Both theoretical principles and practical applications will be emphasized. The course goal is for each student to employ regression analysis as a research tool and to justify and defend the techniques used. (MATH 0121; and ECON 0111, (formerly ECON 0210) ECON 0150 or ECON 0155) 3 hrs. lect., 1 hr. lab ",ECON0211B-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Economics of Agricultural Transition,AMR SOC ,Economics ,1:10pm-2:00pm,"Axinn Center 103 (AXN 103)
		",Steven Pecsok ,"
In 1860 farmers made up over half the population of this country and fed about 30 million people.  Today they number 2% of the population and produce more than enough to feed 300 million people.  In this course we will look at the history, causes, and results of this incredible transformation.  While studying the economic forces behind the changing farming structure, we will examine farm production, resources, technology, and agricultural policy.  Field trips to local farms and screenings of farm-related videos and movies will incorporate the viewpoint of those engaged in agriculture. (ECON 0150 or ECON 0155)  2hrs. lect., 2 hrs. lab ",ECON0228A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Economies of Post-Communist Europe,EUR SOC ,Economics ,2:15pm-3:30pm,"Warner Hall 101 (WNS 101)
		",Will Pyle ,"
From the break-up of the Soviet Union and the Warsaw Pact through Europe’s largest war in almost eight decades, we will explore the trajectories of Europe’s former communist economies, with particular focus on Russia, Ukraine, and Poland. Though we will focus on economic developments and processes, we will also pay attention to relevant political and historical forces. Topics to be covered will include the economic legacy of communism, the region’s integration into European and global markets, the evolving balance between state and private actors in the economy, the public’s reaction to the economic transformation, and the economic consequences of Russia’s invasion of Ukraine. (ECON 0150 or ECON 0155 or by approval) ",ECON0230A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Macroeconomic Theory,,Economics ,9:45am-11:00am,"Axinn Center 100 (AXN 100)
		",Kristina Sargent ,"
Macroeconomic theory analyzes whether the market effectively coordinates individuals' decisions so that they lead to acceptable results. It considers the effectiveness of monetary, fiscal, and other policies in achieving desirable levels of unemployment, inflation, and growth. The theories held by various schools of economic thought such as Keynesians, monetarists, and new classicals are considered along with their proposed policies. (MATH 0121 and ECON 0150) 3 hrs. lect. ",ECON0250A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Macroeconomic Theory,,Economics ,11:15am-12:30pm,"Axinn Center 100 (AXN 100)
		",Kristina Sargent ,"
Macroeconomic theory analyzes whether the market effectively coordinates individuals' decisions so that they lead to acceptable results. It considers the effectiveness of monetary, fiscal, and other policies in achieving desirable levels of unemployment, inflation, and growth. The theories held by various schools of economic thought such as Keynesians, monetarists, and new classicals are considered along with their proposed policies. (MATH 0121 and ECON 0150) 3 hrs. lect. ",ECON0250B-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Macroeconomic Theory,,Economics ,7:30pm-8:45pm,"Warner Hall 100 (WNS 100)
		",Peter Matthews ,"
Macroeconomic theory analyzes whether the market effectively coordinates individuals' decisions so that they lead to acceptable results. It considers the effectiveness of monetary, fiscal, and other policies in achieving desirable levels of unemployment, inflation, and growth. The theories held by various schools of economic thought such as Keynesians, monetarists, and new classicals are considered along with their proposed policies. (MATH 0121 and ECON 0150) 3 hrs. lect. ",ECON0250C-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Microeconomic Theory,,Economics ,12:45pm-2:00pm,"Axinn Center 100 (AXN 100)
		",Alice Gindin ,"
Microeconomic theory concentrates on the study of the determination of relative prices and their importance in shaping the allocation of resources and the distribution of income in an economy. We will study the optimizing behavior of households in a variety of settings: buying goods and services, saving, and labor supply decisions. We will also examine the behavior of firms in different market structures. Together, the theories of household and firm behavior help illumine contemporary economic issues (discrimination in labor markets, mergers in the corporate world, positive and negative externalities, for example). (MATH 0121 and ECON 0155) 3 hrs. lect. ",ECON0255A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Microeconomic Theory,,Economics ,2:15pm-3:30pm,"Axinn Center 100 (AXN 100)
		",Alice Gindin ,"
Microeconomic theory concentrates on the study of the determination of relative prices and their importance in shaping the allocation of resources and the distribution of income in an economy. We will study the optimizing behavior of households in a variety of settings: buying goods and services, saving, and labor supply decisions. We will also examine the behavior of firms in different market structures. Together, the theories of household and firm behavior help illumine contemporary economic issues (discrimination in labor markets, mergers in the corporate world, positive and negative externalities, for example). (MATH 0121 and ECON 0155) 3 hrs. lect. ",ECON0255B-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Game Theory,,Economics ,8:15am-9:30am,"Warner Hall 101 (WNS 101)
		",Jeffrey Carpenter ,"
Game theory is general in scope and has been used to provide theoretical foundations for phenomena in most of the social and behavioral sciences. Economic examples include market organization, bargaining, and the provision of public goods. Examples from other behavioral sciences include social dilemmas and population dynamics. In this course students will learn the basics of what constitutes a game and how games are solved. (ECON 0155 and MATH 0121 required; ECON 0255 recommended) 3 hrs. lect. ",ECON0280A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Causal Inference,,Economics ,11:15am-12:30pm,"Warner Hall 100 (WNS 100)
		",Erick Gong ,"
“Correlation is not causation” is a frequent refrain from people investigating relationships in data.  But what does this mean?  In this course we will focus on empirical tools that economists use to identify causal relationships.  Students will explore the concept of causality and estimation of counterfactuals using randomized and natural experiments to study economic and social phenomena. Students will learn to apply the main research designs used by economists including randomized control trials (RCTs), difference-in-differences estimation, event studies, instrumental variables, and regression discontinuity.  The ethics of conducting empirical research will also be emphasized throughout the course. (ECON 0211) (Formerly ECON 212) 3 hrs. lect. ",ECON0311A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
International Economics,,Economics ,2:15pm-3:30pm,"Axinn Center 103 (AXN 103)
		",Obie Porteous ,"
International trade and financial flows are increasingly important in today’s interconnected world. In this advanced course we will use tools from introductory and intermediate courses to help us analyze the causes and consequences of these flows. We will investigate why countries trade, what they trade, who gains (or loses) from trade, and the motives and effects of trade policies. We will then consider the monetary side of the international economy, including the balance of payments, the determination of exchange rates, and financial crises. This course is not open to students who have taken ECON 0240 or IPEC 0240. (ECON 0150 and ECON 0255) 3 hrs. lect. ",ECON0344A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Federal Reserve Challenge,AMR DED ,Economics ,9:45am-11:00am,"Warner Hall 101 (WNS 101)
		",Erin Wolcott ,"
In this course we will study the tools of monetary policy to achieve the Federal Reserve’s dual mandate of maximum employment and stable prices.  We will use macroeconomic theory, data, and cutting-edge research to analyze current economic conditions.  The class will formulate a monetary policy recommendation for the U.S. central bank, emulating the Federal Open Market Committee, and five members of the class will present this recommendation in the annual Fed Challenge Competition at the Federal Reserve Bank of Boston.  For a final project, each student will design their own mock monetary policy briefing and present it to the class. 3 hrs. lect. (ECON 0111 [formerly ECON 0210] and ECON 0250) ",ECON0360A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Introduction to Behavioral and Experimental Economics,,Economics ,1:30pm-4:15pm,"Warner Hall 100 (WNS 100)
		",Andrea Robbett ,"
This course surveys research incorporating psychological and other experimental evidence into economics. Topics will include: attitudes towards risk (e.g., prospect theory) and time (e.g., self-control); judgment and decision-making biases; fairness, altruism, and public goods contributions; bargaining and financial market anomalies; incentives (e.g., performance pay and nudges). (ECON 0255 required) 3 hrs. lect. ",ECON0399A-F25,"Tuesday (Sep 8, 2025 to Dec 8, 2025)"
Globalization and US Inequality,AMR NOR ,Economics ,12:45pm-2:00pm,"Axinn Center 220 (AXN 220)
		",Erin Wolcott ,"
Does globalization increase inequality in the United States?  In this course we will study how trade, automation, immigration, and financial integration relate to the distribution of income, wealth, and employment in the US over the last century.  In the first part of the course we will study theoretical frameworks to shed light on this question.  In the second part, we will turn to the data and read peer-reviewed articles, discussing evidence for and against globalization increasing US inequality.  Lastly, we will debate policy prescriptions, to address these issues. (ECON 0211 and ECON 0240 or ECON 0250) 3 hrs. sem. ",ECON0420A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Seminar on Economic Development,,Economics ,2:15pm-3:30pm,"Robert A. Jones '59 House CON (RAJ CON)
		",Sunder Ramaswamy ,"
Much of the world still faces the daily pain of poverty. Developing countries have to accelerate their growth rates, eradicate poverty, reduce inequalities, address environmental concerns, and create productive employment. We examine the major analytic and policy issues raised by these challenges and study the need for a productive balance between market forces and positive state action. With the help of case studies from Asia, Latin America, and Africa, we focus on different development strategies adopted, the choice of policy instruments, and methods of implementation. (ECON 0250 or IPEC 0240 [formerly ECON 0240] or ECON 0255) 3 hrs. sem. ",ECON0425A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Trade and Foreign Aid in Latin America,AMR ,Economics ,12:45pm-2:00pm,"75 Shannon Street 206 (75SHS 206)
		",John Maluccio ,"
This course is designed to provide an in-depth examination of a number of critical issues that currently confront policymakers in Latin America. The topics of development, regionalization and free trade, and the efficacy of foreign aid will be analyzed in the context of Latin American economic development. (ECON 0250, or ECON 0255 or ECON 0240 or IPEC 0240) 3 hrs. sem. ",ECON0429A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Trade and Foreign Aid in Latin America,AMR ,Economics ,2:15pm-3:30pm,"75 Shannon Street 206 (75SHS 206)
		",John Maluccio ,"
This course is designed to provide an in-depth examination of a number of critical issues that currently confront policymakers in Latin America. The topics of development, regionalization and free trade, and the efficacy of foreign aid will be analyzed in the context of Latin American economic development. (ECON 0250, or ECON 0255 or ECON 0240 or IPEC 0240) 3 hrs. sem. ",ECON0429B-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Historical Development of the World Economy,,Economics ,11:15am-12:30pm,"Warner Hall 011 (WNS 011)
		",Cihan Artunc ,"
Many of the controversies and tensions modern economies have to contend with today, such as growth, inequality, and instability, emerged during the last few centuries. In this seminar we will use economic and historical tools to develop a better understanding of the profound transformations in technology, finance, and international trade over time. We will analyze the challenges the world faced as capital, labor, and commodity markets became rapidly integrated, including financial crises, rising income and wealth inequality, and modernizing policies. (ECON 0210 and ECON 0250 or IPEC 0240 [formerly ECON 0240]) 3 hrs. sem. ",ECON0453A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
"Long-run Growth, Living Standards, and Sustainability",,Economics ,11:15am-12:30pm,"Warner Hall 011 (WNS 011)
		",,"
The average person today has vastly more health, wealth, and leisure opportunities than 50 years ago, let alone 500. In this course, we will study this remarkable set of facts: how these improvements have been won; at what cost, and for whom; and whether current, unprecedented levels of population and living standards are sustainable. Through analysis of historical data, engagement with academic research, and in-class debates, students will develop a deeper understanding of these long-term trends and critically evaluate the key forces shaping them. They will then apply this toolkit to examine urgent questions about the future of progress, exploring challenges and opportunities such as climate change, resource scarcity, ecosystem degradation, population dynamics, and emerging technologies. ",ECON0467A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Research in Behavioral and Experimental Economics,,Economics ,9:45am-11:00am,"Axinn Center 104 (AXN 104)
		",Jeffrey Carpenter ,"
In this seminar we will consider current research topics in behavioral and experimental economics. Although the theme for the course is likely to change from semester to semester, all students will design their own study, gather decision-making data, and write a research paper summarizing their main findings. (ECON 0255) 3 hrs. sem. ",ECON0499A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Senior Research Workshop I,,Economics ,9:45am-11:00am,"Warner Hall 010 (WNS 010)
		",Zara Contractor ,"
In this first semester, students will design and begin their projects. Emphasis will be on designing a novel research question (while making the case for its importance) and an appropriate strategy for answering it. This requires immersion in the academic literature on the topic. General research principles and tools will be taught in class, as a group, while those specific to individual projects will be covered in one-on-one meetings. By the end of the term, students will outline their plan for completing the project, including demonstrating that it is a feasible research question for which the necessary information (e.g., data or source materials) is available or can be generated by the student (e.g., lab or other experiment). (Approval required) ",ECON0701A-F25,"Monday, Wednesday (Sep 8, 2025 to Dec 8, 2025)"
Senior Research Workshop I,,Economics ,11:15am-12:30pm,"Warner Hall 010 (WNS 010)
		",Phani Wunnava ,"
In this first semester, students will design and begin their projects. Emphasis will be on designing a novel research question (while making the case for its importance) and an appropriate strategy for answering it. This requires immersion in the academic literature on the topic. General research principles and tools will be taught in class, as a group, while those specific to individual projects will be covered in one-on-one meetings. By the end of the term, students will outline their plan for completing the project, including demonstrating that it is a feasible research question for which the necessary information (e.g., data or source materials) is available or can be generated by the student (e.g., lab or other experiment). (Approval required) ",ECON0701B-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
Earth’s Oceans and Coastlines,DED SCI ,Earth & Climate Sciences ,9:45am-10:35am,"McCardell Bicentennial Hall 417 (MBH 417)
		",Allison Jacobel ,"
In this course we explore our planet’s oceans and coastlines through the interdisciplinary study of marine geology, physics, biology, and chemistry. We use these fields as lenses through which we examine our reliance on the oceans for climate stability, food, economic resources, and waste dispersal, among a host of other ecosystem services. In parallel, we explore how humans are fundamentally altering coastal and marine ecosystems, posing unequally distributed, but increasingly severe threats to ocean and human health. In labs, we learn quantitative data visualization and analysis techniques making use of real-world observations and datasets.3 hrs. lect., 3 hrs. lab/field trips (formerly GEOL 0161) ",ECSC0161A-F25,"Monday, Wednesday, Friday (Sep 8, 2025 to Dec 8, 2025)"
Geologic Evolution of Vermont,CW SCI ,Earth & Climate Sciences ,11:15am-12:30pm,"McCardell Bicentennial Hall 417 (MBH 417)
		",David West ,"
This course explores the fascinating geology of Vermont. Students learn the geology through six field problems, involving extended trips around western Vermont. Lectures on the meaning of rocks support the fieldwork. The last few indoor labs are devoted to understanding the geologic map of Vermont. Emphasis is on descriptive writing and on use of data to interpret origin of rocks. Culminates in a written report on the geologic and plate tectonic evolution of Vermont. (One ECSC course) 3 hrs. lect., 3 hrs. lab/field trips (formerly GEOL 0201) ",ECSC0201A-F25,"Tuesday, Thursday (Sep 8, 2025 to Dec 8, 2025)"
